X,Y,Omega,Omegadt,Theta,Thetadt,Psi,d,T
0.027777777777777776,0.0,0.0,-0.0013814025669612593,0.0,-0.2035416242621616,0.0,-0.02,-2
0.055555555555555552,0.0,-1.3814025669612593e-05,-0.0008074027852884916,-0.002035416242621616,0.00033857906052972564,0.0,0.02,2
0.083333333333333329,0.0,-2.1888053522497508e-05,0.00043327857247993742,-0.0020320304520163187,-0.20300515236210034,0.0,0.02,-2
0.11111111110644098,-5.09364127469287e-07,-1.7555267797698134e-05,-0.00022475864654581204,-0.0040620819756373222,0.0004302761715122283,0.0,-0.02,2
0.13888888886556927,-1.527245083786438e-06,-1.9802854263156254e-05,0.0014505161453187785,-0.0040577792139221995,-0.2030562601870842,0.0,0.02,-2
0.16666666656884721,-3.5616686606162605e-06,-5.2976928099684693e-06,0.00033095934820714002,-0.0060883418157930413,-0.20341177885015252,0.0,-0.02,0
0.19444444417919213,-6.6115580702961143e-06,-1.9880993278970692e-06,0.0001710597925797229,-0.0081224596042945661,-0.20349289633745818,0.0,0,0
0.22222222158046281,-1.1185075354396531e-05,-2.7750140209984008e-07,0.00043183457007114315,-0.010157388567669148,-0.20353482275720811,0.0,0,0
0.24999999857268451,-1.7791284847554801e-05,4.0408442986115916e-06,0.00039563670893725904,-0.01219273679524123,-9.9040301436509326e-05,0.0,-0.02,2
0.27777777484405475,-2.6939470689890958e-05,7.9972113879841822e-06,0.0017922976522244099,-0.012193727198255594,0.20334561417912281,0.0,0.02,2
0.30555554994290024,-3.9139042950417697e-05,2.592018791022828e-05,0.00041704959572171139,-0.010160271056464366,0.20290632553887172,0.0,-0.02,0
0.33333332353389034,-5.4390249367340077e-05,3.0090683867445394e-05,0.00014006896002715573,-0.0081312078010756482,0.20280410750070463,0.0,-0.02,0
0.3611110956124533,-7.2184153203835291e-05,3.1491373467716951e-05,-0.0014864030628108972,-0.0061031667260686021,0.20276977687324699,0.0,-0.02,0
0.38888886631297731,-9.2012938206963846e-05,1.6627342839607979e-05,-0.0027036862265651385,-0.0040754689573361327,-0.00040753291273545877,0.0,-0.02,-2
0.41666663588124242,-0.00011336906075453296,-1.0409519426043404e-05,-0.0035349485318505111,-0.0040795442864634875,-0.20328648898211146,0.0,-0.02,-2
0.4444444046466699,-0.00013574507575914163,-4.5759004744548518e-05,-0.0042393018405874894,-0.0061124091762846024,-0.20242008002822653,0.0,-0.02,0
0.47222217257095422,-0.00015914200305935385,-8.8152023150423411e-05,-0.0042158645712674359,-0.0081366099765668685,-0.2013810354594551,0.0,0,0
0.4999999391647128,-0.000184068580756798,-0.00013031066886309777,-0.0054158063837820014,-0.01015042033116142,-0.20034773531943856,0.0,-0.02,0
0.52777770385661082,-0.00021103139118452139,-0.00018446873270091778,-0.0058029771355810715,-0.012153897684355805,0.0045212924681598265,0.0,-0.02,2
0.55555546596665384,-0.00024053443276882217,-0.00024249850405672849,-0.0047811707894560738,-0.012108684759674207,0.20948521504786577,0.0,0.02,2
0.58333322467958382,-0.00027307913816186462,-0.00029031021195128921,-0.0048903509108356629,-0.010013832609195548,0.21065707063351677,0.0,-0.02,0
0.61111097967683359,-0.00030865419077169011,-0.00033921372105964585,-0.005308965743655956,-0.0079072619028603807,0.21185568605283925,0.0,-0.02,0
0.63888873135153823,-0.00034673528906129756,-0.00039230337849620539,-0.0069119515409705248,-0.0057887050423319885,0.21315690314687258,0.0,-0.02,0
0.66666648024293451,-0.00038679522090531943,-0.00046142289390591062,-0.0069957047246943724,-0.0036571360108632626,0.21485100891671829,0.0,0,0
